MaintenanceID,AssetID,Technician,ActivityType,Issue,ActionTaken,CostUSD,Date
M3868,2632,Tom R,Inspection,None,Cooling Fan Replaced,989,2025-06-25
M3869,2732,John L,Replacement,Loose Connection,Routine Check,217,2025-09-08
M3870,2640,Anita D,Inspection,None,Tightened,976,2025-09-13
M3871,2854,Ravi T,Inspection,None,Replaced Blade,1423,2025-08-31
M3872,1644,John P,Repair,Sensor Failure,Replaced Blade,707,2025-06-13
M3873,4937,Alex S,Replacement,Battery Leak,Installed new cell,1875,2025-09-24
M3874,2412,John P,Inspection,None,Replaced Blade,660,2025-05-19
M3875,1316,Sarah K,Inspection,None,Tightened,1922,2025-03-21
M3876,2543,Alex S,Inspection,None,Tightened,647,2025-04-04
M3877,3095,Maria G,Inspection,None,Sensor Replaced,1015,2025-03-07
M3878,2350,Alex S,Repair,None,Replaced Blade,1551,2025-07-08
M3879,238,Sarah K,Replacement,None,Rewired circuit,1505,2025-07-29
M3880,961,Tom R,Repair,Loose Connection,Tightened,770,2025-06-09
M3881,23,Maria G,Replacement,Loose Connection,Cooling Fan Replaced,1825,2025-01-15
M3882,1371,Anita D,Repair,Broken Blade,Tightened,722,2025-06-18
M3883,118,Anita D,Replacement,Broken Blade,Installed new cell,1157,2025-02-28
M3884,2641,James M,Repair,Broken Blade,Cooling Fan Replaced,1244,2025-05-10
M3885,1241,Alex S,Inspection,None,Rewired circuit,395,2025-03-25
M3886,108,Maria G,Inspection,None,Sensor Replaced,577,2025-06-20
M3887,4665,James M,Inspection,None,Tightened,1992,2025-04-24
M3888,4779,John P,Inspection,None,Replaced Blade,966,2025-02-21
M3889,3707,Sarah K,Inspection,None,Sensor Replaced,1693,2025-03-01
M3890,492,Tom R,Repair,Voltage Spike,Cooling Fan Replaced,890,2025-09-16
M3891,3880,Anita D,Repair,Voltage Spike,Installed new cell,827,2025-09-18
M3892,2540,James M,Repair,Voltage Spike,Installed new cell,812,2025-06-13
M3893,4982,Tom R,Inspection,None,Routine Check,1504,2025-07-07
M3894,4465,Alex S,Replacement,Sensor Failure,Installed new cell,841,2025-09-17
M3895,1338,Alex S,Repair,Battery Leak,Tightened,653,2025-01-12
M3896,1619,James M,Inspection,None,Routine Check,374,2025-04-25
M3897,3064,John P,Replacement,None,Replaced Blade,184,2025-10-17
M3898,3536,John P,Replacement,None,Cooling Fan Replaced,1024,2025-07-22
M3899,906,John P,Repair,Battery Leak,Replaced Blade,1115,2025-06-25
M3900,2734,Tom R,Replacement,Broken Blade,Routine Check,1023,2025-09-10
M3901,3446,Sarah K,Replacement,Battery Leak,Rewired circuit,164,2025-04-01
M3902,2570,Maria G,Replacement,Voltage Spike,Installed new cell,631,2025-08-25
M3903,4660,Alex S,Replacement,Sensor Failure,Rewired circuit,1287,2025-05-13
M3904,711,Sarah K,Repair,Overheat,Sensor Replaced,1177,2025-09-02
M3905,1676,Maria G,Inspection,None,Rewired circuit,1600,2025-01-17
M3906,3356,Maria G,Repair,Voltage Spike,Rewired circuit,1664,2025-05-15
M3907,2778,Ravi T,Replacement,Loose Connection,Installed new cell,1554,2025-02-15
M3908,3294,Tom R,Replacement,Overheat,Tightened,1145,2025-06-19
M3909,274,John L,Replacement,Voltage Spike,Rewired circuit,828,2025-05-24
M3910,4702,John L,Replacement,None,Routine Check,1678,2025-08-11
M3911,2945,Ravi T,Repair,Voltage Spike,Sensor Replaced,293,2025-07-09
M3912,2273,Maria G,Inspection,None,Tightened,274,2025-05-24
M3913,3948,Alex S,Replacement,Loose Connection,Replaced Blade,352,2025-04-30
M3914,3775,Anita D,Inspection,None,Routine Check,1575,2025-09-07
M3915,523,Grace E,Replacement,Broken Blade,Tightened,555,2025-08-04
M3916,4187,Anita D,Inspection,None,Rewired circuit,1499,2025-02-06
M3917,2004,Maria G,Repair,Battery Leak,Tightened,1706,2025-04-15
M3918,673,Tom R,Repair,None,Sensor Replaced,1223,2025-08-27
M3919,3734,Maria G,Replacement,None,Installed new cell,1045,2025-06-18
M3920,3772,John L,Replacement,Loose Connection,Replaced Blade,417,2025-10-10
M3921,2845,Alex S,Inspection,None,Rewired circuit,1609,2025-08-22
M3922,2005,Anita D,Repair,Sensor Failure,Replaced Blade,1076,2025-08-08
M3923,1861,Anita D,Repair,Battery Leak,Rewired circuit,655,2025-05-19
M3924,2135,Ravi T,Repair,Battery Leak,Replaced Blade,1781,2025-04-27
M3925,2235,Ravi T,Replacement,Sensor Failure,Rewired circuit,104,2025-10-25
M3926,2442,James M,Repair,Voltage Spike,Cooling Fan Replaced,419,2025-06-26
M3927,3761,John L,Inspection,None,Tightened,609,2025-06-10
M3928,753,Maria G,Repair,None,Sensor Replaced,242,2025-02-20
M3929,646,James M,Repair,Voltage Spike,Tightened,1338,2025-06-11
M3930,2621,Ravi T,Repair,Overheat,Routine Check,781,2025-01-16
M3931,4202,Alex S,Repair,None,Sensor Replaced,1560,2025-10-28
M3932,1701,James M,Inspection,None,Cooling Fan Replaced,1799,2025-09-21
M3933,3303,Alex S,Repair,Battery Leak,Replaced Blade,957,2025-06-09
M3934,4849,Sarah K,Inspection,None,Cooling Fan Replaced,641,2025-03-18
M3935,3801,John P,Inspection,None,Tightened,745,2025-08-13
M3936,2159,James M,Inspection,None,Routine Check,283,2025-07-01
M3937,3764,Alex S,Replacement,Loose Connection,Replaced Blade,1650,2025-09-06
M3938,569,John P,Repair,None,Replaced Blade,136,2025-09-24
M3939,3627,Maria G,Repair,Sensor Failure,Installed new cell,324,2025-03-31
M3940,4310,Ravi T,Repair,Voltage Spike,Rewired circuit,397,2025-09-16
M3941,4257,Ravi T,Inspection,None,Rewired circuit,1402,2025-03-01
M3942,4252,Maria G,Inspection,None,Cooling Fan Replaced,420,2025-03-21
M3943,2354,Grace E,Repair,Broken Blade,Rewired circuit,1281,2025-01-06
M3944,3599,Anita D,Repair,None,Routine Check,1751,2025-08-19
M3945,3757,Sarah K,Inspection,None,Cooling Fan Replaced,1030,2025-09-10
M3946,2651,Sarah K,Inspection,None,Replaced Blade,436,2025-06-11
M3947,2570,Ravi T,Inspection,None,Installed new cell,212,2025-03-17
M3948,1280,Alex S,Replacement,Battery Leak,Routine Check,935,2025-07-12
M3949,1932,Grace E,Repair,Overheat,Replaced Blade,319,2025-07-02
M3950,3513,Alex S,Inspection,None,Cooling Fan Replaced,1033,2025-09-26
M3951,3950,Maria G,Inspection,None,Rewired circuit,758,2025-10-20
M3952,1393,James M,Inspection,None,Sensor Replaced,311,2025-01-05
M3953,600,John L,Inspection,None,Rewired circuit,1422,2025-04-27
M3954,972,John P,Inspection,None,Routine Check,177,2025-06-25
M3955,2702,Sarah K,Replacement,Battery Leak,Sensor Replaced,1406,2025-02-16
M3956,3362,Sarah K,Repair,Loose Connection,Cooling Fan Replaced,1333,2025-01-07
M3957,1122,Ravi T,Repair,Broken Blade,Cooling Fan Replaced,1541,2025-06-12
M3958,3432,Maria G,Inspection,None,Cooling Fan Replaced,1903,2025-07-23
M3959,3583,James M,Repair,Overheat,Routine Check,127,2025-10-06
M3960,4139,Maria G,Repair,Voltage Spike,Tightened,1736,2025-10-26
M3961,3084,Sarah K,Inspection,None,Replaced Blade,1991,2025-05-23
M3962,1321,John P,Repair,Sensor Failure,Sensor Replaced,764,2025-04-28
M3963,2847,Anita D,Repair,Battery Leak,Sensor Replaced,542,2025-02-12
M3964,869,Sarah K,Inspection,None,Sensor Replaced,680,2025-06-08
M3965,4489,Tom R,Replacement,Sensor Failure,Routine Check,430,2025-02-09
M3966,4626,James M,Replacement,None,Tightened,1665,2025-03-31
M3967,4523,Alex S,Repair,Voltage Spike,Tightened,478,2025-02-28
M3968,1617,John P,Repair,None,Installed new cell,1560,2025-09-10
M3969,1353,Tom R,Replacement,None,Installed new cell,1327,2025-08-01
M3970,46,Alex S,Inspection,None,Installed new cell,823,2025-05-18
M3971,2342,John P,Replacement,Loose Connection,Routine Check,297,2025-10-26
M3972,3116,Sarah K,Inspection,None,Tightened,290,2025-10-19
M3973,2681,Alex S,Repair,Loose Connection,Rewired circuit,1519,2025-10-28
M3974,2263,Grace E,Repair,Battery Leak,Replaced Blade,1229,2025-03-15
M3975,4844,John L,Replacement,Loose Connection,Installed new cell,1354,2025-05-05
M3976,3612,James M,Repair,Sensor Failure,Replaced Blade,899,2025-04-27
M3977,2720,Anita D,Replacement,Loose Connection,Cooling Fan Replaced,828,2025-05-09
M3978,1898,John L,Replacement,Broken Blade,Cooling Fan Replaced,1504,2025-04-29
M3979,2982,Ravi T,Inspection,None,Cooling Fan Replaced,893,2025-03-06
M3980,2744,Sarah K,Repair,Loose Connection,Installed new cell,1263,2025-09-12
M3981,2686,John P,Inspection,None,Cooling Fan Replaced,1614,2025-07-01
M3982,2152,Sarah K,Replacement,Overheat,Rewired circuit,1775,2025-02-04
M3983,4471,Grace E,Repair,Overheat,Routine Check,1048,2025-03-17
M3984,3850,John L,Repair,None,Installed new cell,562,2025-03-13
M3985,88,Maria G,Replacement,Broken Blade,Installed new cell,283,2025-10-11
M3986,1436,Tom R,Replacement,Loose Connection,Cooling Fan Replaced,1679,2025-08-29
M3987,1421,Anita D,Repair,Battery Leak,Cooling Fan Replaced,1136,2025-08-09
M3988,2244,James M,Repair,Overheat,Installed new cell,1480,2025-03-19
M3989,4782,Alex S,Replacement,None,Routine Check,902,2025-03-02
M3990,2084,Grace E,Replacement,Voltage Spike,Cooling Fan Replaced,469,2025-08-13
M3991,3870,John L,Replacement,Overheat,Cooling Fan Replaced,440,2025-07-28
M3992,2987,John P,Replacement,Overheat,Cooling Fan Replaced,687,2025-03-12
M3993,4327,Tom R,Replacement,Broken Blade,Installed new cell,162,2025-02-02
M3994,681,Tom R,Repair,Loose Connection,Installed new cell,1869,2025-09-20
M3995,143,John P,Repair,None,Sensor Replaced,104,2025-09-09
M3996,4931,Tom R,Inspection,None,Tightened,553,2025-03-03
M3997,116,Ravi T,Inspection,None,Sensor Replaced,695,2025-01-26
M3998,490,Grace E,Replacement,Broken Blade,Sensor Replaced,833,2025-02-28
M3999,492,Alex S,Repair,None,Replaced Blade,189,2025-06-10
M4000,54,Tom R,Repair,Battery Leak,Replaced Blade,1024,2025-02-05
M4001,2540,John L,Repair,Broken Blade,Cooling Fan Replaced,1096,2025-04-11
M4002,698,Maria G,Replacement,Loose Connection,Replaced Blade,584,2025-03-13
M4003,1951,Alex S,Inspection,None,Rewired circuit,1257,2025-09-23
M4004,1166,John L,Repair,None,Replaced Blade,1310,2025-09-18
M4005,2766,Anita D,Replacement,None,Rewired circuit,1736,2025-07-26
M4006,318,Alex S,Repair,None,Routine Check,849,2025-06-27
M4007,4420,John P,Replacement,Voltage Spike,Rewired circuit,1035,2025-01-20
M4008,4425,Ravi T,Replacement,Overheat,Sensor Replaced,1779,2025-05-13
M4009,1268,Ravi T,Repair,Battery Leak,Tightened,1752,2025-09-01
M4010,3412,John L,Inspection,None,Rewired circuit,618,2025-05-18
M4011,191,Grace E,Replacement,Overheat,Cooling Fan Replaced,134,2025-01-27
M4012,1196,James M,Inspection,None,Routine Check,154,2025-06-29
M4013,1300,Anita D,Replacement,Broken Blade,Rewired circuit,756,2025-07-05
M4014,2275,James M,Repair,Overheat,Cooling Fan Replaced,1045,2025-08-15
M4015,3878,Tom R,Replacement,Voltage Spike,Rewired circuit,1048,2025-09-04
M4016,4515,Ravi T,Inspection,None,Replaced Blade,909,2025-05-07
M4017,1155,Ravi T,Repair,Sensor Failure,Routine Check,1843,2025-03-10
M4018,4833,Grace E,Repair,Broken Blade,Routine Check,1649,2025-02-10
M4019,524,Maria G,Inspection,None,Cooling Fan Replaced,956,2025-08-30
M4020,1340,Anita D,Inspection,None,Installed new cell,1664,2025-06-20
M4021,3511,John L,Inspection,None,Cooling Fan Replaced,1753,2025-08-01
M4022,686,Tom R,Repair,Battery Leak,Sensor Replaced,1685,2025-09-20
M4023,2539,John L,Replacement,Broken Blade,Routine Check,688,2025-09-21
M4024,2334,Tom R,Replacement,Overheat,Replaced Blade,1428,2025-10-28
M4025,4517,Anita D,Inspection,None,Sensor Replaced,1064,2025-08-01
M4026,2001,Sarah K,Replacement,Overheat,Tightened,824,2025-03-16
M4027,1712,John L,Replacement,None,Rewired circuit,1827,2025-06-23
M4028,4469,Tom R,Inspection,None,Sensor Replaced,554,2025-06-24
M4029,1091,Alex S,Inspection,None,Replaced Blade,1843,2025-03-30
M4030,232,Anita D,Repair,Broken Blade,Sensor Replaced,1557,2025-06-18
M4031,2555,Ravi T,Repair,Battery Leak,Installed new cell,831,2025-04-10
M4032,3539,Anita D,Replacement,Sensor Failure,Sensor Replaced,993,2025-05-20
M4033,2111,Anita D,Repair,Sensor Failure,Rewired circuit,1437,2025-09-19
M4034,4710,Tom R,Replacement,Battery Leak,Replaced Blade,159,2025-09-27
M4035,3758,Ravi T,Repair,Overheat,Tightened,1156,2025-09-16
M4036,712,Sarah K,Repair,Voltage Spike,Tightened,1712,2025-04-02
M4037,2329,John P,Inspection,None,Cooling Fan Replaced,1515,2025-05-10
M4038,3918,James M,Inspection,None,Tightened,1152,2025-05-17
M4039,3439,Tom R,Repair,Voltage Spike,Installed new cell,792,2025-07-07
M4040,1270,Alex S,Inspection,None,Routine Check,385,2025-05-29
M4041,4350,Maria G,Repair,None,Sensor Replaced,636,2025-01-03
M4042,3085,John P,Repair,Battery Leak,Rewired circuit,1254,2025-04-16
M4043,3812,John P,Inspection,None,Tightened,1989,2025-05-19
M4044,993,James M,Replacement,Voltage Spike,Installed new cell,1634,2025-05-28
M4045,3701,Anita D,Replacement,Sensor Failure,Rewired circuit,178,2025-09-26
M4046,1504,Anita D,Repair,Overheat,Replaced Blade,287,2025-03-12
M4047,1881,Grace E,Inspection,None,Sensor Replaced,1932,2025-08-24
M4048,3517,John P,Repair,Voltage Spike,Routine Check,731,2025-04-19
M4049,3900,James M,Repair,Battery Leak,Rewired circuit,787,2025-08-09
M4050,3730,James M,Repair,Sensor Failure,Rewired circuit,1100,2025-06-05
M4051,4108,Grace E,Replacement,Overheat,Installed new cell,430,2025-06-06
M4052,328,Sarah K,Replacement,None,Tightened,397,2025-06-24
M4053,4104,James M,Repair,None,Replaced Blade,1946,2025-02-25
M4054,1547,Alex S,Repair,Loose Connection,Routine Check,441,2025-03-21
M4055,3671,Ravi T,Repair,Broken Blade,Installed new cell,1844,2025-09-03
M4056,991,Sarah K,Repair,Overheat,Sensor Replaced,901,2025-05-29
M4057,1289,Anita D,Replacement,None,Cooling Fan Replaced,1737,2025-08-06
M4058,1902,Alex S,Repair,Broken Blade,Installed new cell,451,2025-08-09
M4059,1966,Ravi T,Inspection,None,Routine Check,511,2025-08-10
M4060,4135,Maria G,Inspection,None,Rewired circuit,1646,2025-05-20
M4061,2426,Alex S,Inspection,None,Rewired circuit,1135,2025-04-10
M4062,1870,James M,Repair,Overheat,Routine Check,1351,2025-07-28
M4063,62,Tom R,Inspection,None,Tightened,1312,2025-01-15
M4064,2824,Anita D,Repair,Voltage Spike,Cooling Fan Replaced,1459,2025-10-02
M4065,4543,John P,Replacement,Sensor Failure,Installed new cell,1248,2025-07-18
M4066,4323,John L,Replacement,Overheat,Sensor Replaced,317,2025-02-11
M4067,857,James M,Inspection,None,Replaced Blade,1413,2025-02-01
M4068,3942,Maria G,Inspection,None,Replaced Blade,1800,2025-06-21
M4069,4821,Ravi T,Repair,Battery Leak,Routine Check,879,2025-10-23
M4070,4214,Alex S,Replacement,Voltage Spike,Installed new cell,1824,2025-02-22
M4071,1436,John P,Inspection,None,Tightened,418,2025-01-18
M4072,595,Anita D,Repair,Loose Connection,Sensor Replaced,1712,2025-04-19
M4073,986,Ravi T,Repair,Battery Leak,Cooling Fan Replaced,311,2025-01-14
M4074,1330,Ravi T,Inspection,None,Routine Check,1130,2025-09-17
M4075,1143,Ravi T,Replacement,Overheat,Routine Check,1647,2025-10-26
M4076,673,Sarah K,Inspection,None,Sensor Replaced,1473,2025-05-31
M4077,4440,Tom R,Replacement,Overheat,Rewired circuit,1343,2025-04-17
M4078,3033,Anita D,Replacement,None,Tightened,1073,2025-08-14
M4079,3800,Maria G,Repair,Broken Blade,Routine Check,815,2025-10-24
M4080,510,Alex S,Replacement,Sensor Failure,Rewired circuit,727,2025-06-23
M4081,814,Sarah K,Repair,Loose Connection,Installed new cell,898,2025-04-03
M4082,324,Alex S,Repair,Battery Leak,Installed new cell,146,2025-03-17
M4083,2558,Anita D,Inspection,None,Routine Check,597,2025-03-02
M4084,3779,John L,Replacement,Sensor Failure,Replaced Blade,1535,2025-02-27
M4085,819,James M,Replacement,Broken Blade,Routine Check,1018,2025-09-05
M4086,2170,Maria G,Replacement,None,Installed new cell,401,2025-04-17
M4087,3949,Sarah K,Inspection,None,Sensor Replaced,514,2025-08-04
M4088,1276,Sarah K,Repair,None,Sensor Replaced,1726,2025-03-19
M4089,3003,Grace E,Inspection,None,Cooling Fan Replaced,1627,2025-03-29
M4090,3588,John P,Replacement,Loose Connection,Cooling Fan Replaced,1556,2025-01-20
M4091,3871,Alex S,Inspection,None,Replaced Blade,525,2025-06-22
M4092,1461,Alex S,Repair,Broken Blade,Replaced Blade,973,2025-10-24
M4093,274,John P,Inspection,None,Rewired circuit,1291,2025-03-09
M4094,908,Sarah K,Inspection,None,Sensor Replaced,437,2025-07-20
M4095,2437,John L,Inspection,None,Replaced Blade,1488,2025-01-23
M4096,4994,Anita D,Inspection,None,Tightened,1151,2025-04-04
M4097,1123,Tom R,Repair,Broken Blade,Routine Check,1284,2025-02-07
M4098,62,Grace E,Replacement,Broken Blade,Tightened,658,2025-09-22
M4099,4751,James M,Inspection,None,Cooling Fan Replaced,1853,2025-09-23
M4100,4219,Maria G,Inspection,None,Rewired circuit,1823,2025-02-02
M4101,4296,Alex S,Inspection,None,Replaced Blade,1543,2025-10-10
M4102,1987,Grace E,Replacement,Battery Leak,Replaced Blade,139,2025-08-28
M4103,21,Ravi T,Replacement,None,Replaced Blade,1019,2025-07-03
M4104,788,John P,Inspection,None,Tightened,900,2025-02-14
M4105,3913,Grace E,Repair,Voltage Spike,Tightened,407,2025-10-04
M4106,2939,Grace E,Replacement,None,Cooling Fan Replaced,1645,2025-06-06
M4107,1214,Alex S,Replacement,Overheat,Sensor Replaced,226,2025-02-23
M4108,988,Grace E,Inspection,None,Replaced Blade,1582,2025-03-17
M4109,2842,Ravi T,Repair,Broken Blade,Tightened,103,2025-02-17
M4110,2648,John L,Replacement,Battery Leak,Tightened,747,2025-06-06
M4111,3642,James M,Replacement,None,Installed new cell,546,2025-07-31
M4112,1587,Alex S,Replacement,Broken Blade,Replaced Blade,1433,2025-05-24
M4113,3779,Maria G,Inspection,None,Sensor Replaced,317,2025-09-13
M4114,61,Grace E,Inspection,None,Cooling Fan Replaced,649,2025-09-05
M4115,1578,Alex S,Replacement,Loose Connection,Cooling Fan Replaced,1763,2025-08-28
M4116,1712,Sarah K,Repair,Loose Connection,Sensor Replaced,384,2025-05-24
M4117,1705,Ravi T,Replacement,Voltage Spike,Routine Check,1721,2025-03-04
M4118,2780,Anita D,Replacement,Overheat,Sensor Replaced,1461,2025-02-17
M4119,3620,Maria G,Replacement,Sensor Failure,Rewired circuit,618,2025-07-13
M4120,2125,John P,Inspection,None,Tightened,1591,2025-05-15
M4121,1648,Ravi T,Repair,Broken Blade,Rewired circuit,771,2025-06-28
M4122,2297,Tom R,Inspection,None,Rewired circuit,826,2025-03-21
M4123,913,Maria G,Inspection,None,Installed new cell,434,2025-01-06
M4124,4461,Ravi T,Replacement,Voltage Spike,Sensor Replaced,1125,2025-05-05
M4125,110,Anita D,Repair,Sensor Failure,Replaced Blade,1779,2025-01-19
M4126,4009,John P,Inspection,None,Rewired circuit,1233,2025-03-21
M4127,3115,Sarah K,Inspection,None,Sensor Replaced,682,2025-07-05
M4128,220,John P,Repair,Loose Connection,Tightened,568,2025-08-26
M4129,3903,Anita D,Inspection,None,Routine Check,550,2025-09-20
M4130,4686,Anita D,Repair,Overheat,Sensor Replaced,1213,2025-04-27
M4131,2646,Maria G,Repair,Battery Leak,Tightened,1421,2025-02-09
M4132,1426,James M,Repair,Voltage Spike,Routine Check,1611,2025-06-14
M4133,3003,John P,Replacement,Sensor Failure,Sensor Replaced,1533,2025-10-08
M4134,2935,John P,Replacement,Battery Leak,Cooling Fan Replaced,1364,2025-08-07
M4135,3673,Maria G,Repair,None,Sensor Replaced,883,2025-05-28
M4136,3726,Maria G,Repair,Battery Leak,Rewired circuit,1981,2025-01-14
M4137,4079,Alex S,Inspection,None,Installed new cell,137,2025-03-20
M4138,3199,John P,Replacement,Voltage Spike,Rewired circuit,416,2025-07-09
M4139,1219,Sarah K,Repair,Overheat,Cooling Fan Replaced,641,2025-01-31
M4140,1173,Alex S,Inspection,None,Tightened,310,2025-09-16
M4141,3151,Tom R,Inspection,None,Rewired circuit,1810,2025-02-03
M4142,4021,Ravi T,Repair,Overheat,Sensor Replaced,1464,2025-09-02
M4143,610,Tom R,Repair,Voltage Spike,Rewired circuit,891,2025-01-02
M4144,2873,Grace E,Replacement,Sensor Failure,Rewired circuit,1315,2025-05-13
M4145,2044,Ravi T,Inspection,None,Installed new cell,199,2025-06-06
M4146,2880,John L,Repair,Broken Blade,Tightened,266,2025-07-15
M4147,895,Ravi T,Inspection,None,Cooling Fan Replaced,1568,2025-03-08
M4148,3986,Tom R,Repair,Loose Connection,Sensor Replaced,111,2025-01-29
M4149,4121,John P,Replacement,Battery Leak,Tightened,1640,2025-01-11
M4150,384,Grace E,Repair,Loose Connection,Routine Check,788,2025-06-02
M4151,1264,James M,Repair,None,Cooling Fan Replaced,238,2025-10-01
M4152,3927,John P,Repair,Voltage Spike,Rewired circuit,1353,2025-01-26
M4153,535,James M,Inspection,None,Rewired circuit,607,2025-08-23
M4154,3807,Maria G,Repair,Battery Leak,Rewired circuit,737,2025-01-22
M4155,4880,Grace E,Repair,Battery Leak,Sensor Replaced,383,2025-03-09
M4156,4408,John P,Replacement,Overheat,Cooling Fan Replaced,1530,2025-07-25
M4157,333,Ravi T,Repair,Broken Blade,Sensor Replaced,674,2025-09-12
M4158,2982,Maria G,Repair,Voltage Spike,Replaced Blade,1363,2025-02-02
M4159,1259,Anita D,Inspection,None,Tightened,401,2025-07-23
M4160,518,Maria G,Replacement,Voltage Spike,Installed new cell,1179,2025-02-28
M4161,1838,Alex S,Inspection,None,Tightened,1678,2025-09-29
M4162,221,Ravi T,Inspection,None,Tightened,1976,2025-05-18
M4163,2708,Alex S,Inspection,None,Sensor Replaced,1214,2025-06-23
M4164,3914,Tom R,Replacement,Battery Leak,Replaced Blade,150,2025-07-21
M4165,3386,Maria G,Repair,Overheat,Rewired circuit,895,2025-03-27
M4166,3299,James M,Repair,Battery Leak,Cooling Fan Replaced,797,2025-07-23
M4167,4804,Alex S,Replacement,Voltage Spike,Rewired circuit,1749,2025-08-23
M4168,1060,Alex S,Repair,Broken Blade,Replaced Blade,1860,2025-09-19
M4169,404,Sarah K,Replacement,None,Installed new cell,1802,2025-10-14
M4170,3460,Ravi T,Inspection,None,Installed new cell,1573,2025-08-30
M4171,4199,John L,Replacement,Loose Connection,Rewired circuit,155,2025-05-13
M4172,4322,Maria G,Replacement,None,Installed new cell,1543,2025-01-02
M4173,2592,John P,Repair,Battery Leak,Replaced Blade,368,2025-04-27
M4174,779,John L,Repair,Sensor Failure,Rewired circuit,1799,2025-10-04
M4175,1724,Grace E,Repair,Overheat,Cooling Fan Replaced,382,2025-09-07
M4176,290,Ravi T,Inspection,None,Rewired circuit,1456,2025-08-03
M4177,3792,James M,Repair,None,Replaced Blade,1198,2025-05-25
M4178,35,Alex S,Replacement,Overheat,Cooling Fan Replaced,141,2025-04-29
M4179,2417,James M,Inspection,None,Sensor Replaced,332,2025-06-11
M4180,4985,Maria G,Inspection,None,Rewired circuit,603,2025-09-25
M4181,1739,John P,Replacement,Broken Blade,Tightened,591,2025-02-23
M4182,2564,Sarah K,Repair,Loose Connection,Tightened,859,2025-04-19
M4183,2062,Tom R,Replacement,Loose Connection,Replaced Blade,879,2025-10-11
M4184,1612,Tom R,Repair,Sensor Failure,Rewired circuit,1761,2025-06-29
M4185,4065,Ravi T,Replacement,Voltage Spike,Rewired circuit,672,2025-07-20
M4186,4649,Grace E,Replacement,Voltage Spike,Sensor Replaced,1889,2025-07-11
M4187,1234,Tom R,Replacement,Overheat,Tightened,154,2025-06-01
M4188,4167,Tom R,Replacement,Broken Blade,Installed new cell,454,2025-01-18
M4189,4315,Maria G,Repair,Loose Connection,Installed new cell,1732,2025-08-29
M4190,2859,Anita D,Repair,Broken Blade,Rewired circuit,1006,2025-02-23
M4191,4085,John P,Replacement,Loose Connection,Cooling Fan Replaced,1414,2025-08-22
M4192,1475,James M,Replacement,Battery Leak,Installed new cell,1229,2025-07-29
M4193,1208,John L,Replacement,Voltage Spike,Cooling Fan Replaced,616,2025-02-23
M4194,2425,Maria G,Repair,Sensor Failure,Sensor Replaced,1084,2025-04-08
M4195,1232,Tom R,Replacement,Loose Connection,Sensor Replaced,1354,2025-10-13
M4196,1778,John L,Inspection,None,Routine Check,335,2025-02-23
M4197,2691,Ravi T,Repair,Loose Connection,Routine Check,1795,2025-03-10
M4198,4671,Maria G,Repair,Sensor Failure,Cooling Fan Replaced,308,2025-03-25
M4199,3102,Maria G,Inspection,None,Sensor Replaced,409,2025-06-15
M4200,2720,James M,Repair,Broken Blade,Sensor Replaced,1141,2025-07-19
M4201,240,Maria G,Repair,Overheat,Rewired circuit,365,2025-10-01
M4202,2524,John L,Inspection,None,Replaced Blade,640,2025-02-02
M4203,3589,Ravi T,Inspection,None,Installed new cell,512,2025-05-31
M4204,4637,Grace E,Inspection,None,Replaced Blade,148,2025-08-28
M4205,496,James M,Inspection,None,Sensor Replaced,1005,2025-03-02
M4206,3848,Anita D,Repair,Voltage Spike,Sensor Replaced,945,2025-04-06
M4207,2953,Sarah K,Inspection,None,Installed new cell,459,2025-08-18
M4208,2497,John P,Repair,Voltage Spike,Replaced Blade,1164,2025-04-04
M4209,1020,Ravi T,Replacement,Broken Blade,Cooling Fan Replaced,1363,2025-01-18
M4210,4635,John L,Repair,Loose Connection,Sensor Replaced,374,2025-08-24
M4211,2487,Tom R,Repair,Broken Blade,Installed new cell,1737,2025-03-20
M4212,2650,Anita D,Inspection,None,Replaced Blade,1810,2025-07-25
M4213,452,Alex S,Replacement,Voltage Spike,Replaced Blade,229,2025-04-24
M4214,296,James M,Replacement,Overheat,Installed new cell,1255,2025-01-12
M4215,2259,Anita D,Replacement,Broken Blade,Routine Check,676,2025-03-18
M4216,797,Anita D,Inspection,None,Installed new cell,292,2025-07-07
M4217,4112,Ravi T,Inspection,None,Installed new cell,808,2025-10-25
M4218,3798,John L,Inspection,None,Rewired circuit,934,2025-03-16
M4219,4646,Maria G,Repair,None,Cooling Fan Replaced,1793,2025-10-11
M4220,2929,Anita D,Replacement,Battery Leak,Installed new cell,148,2025-10-08
M4221,1648,John L,Inspection,None,Cooling Fan Replaced,1343,2025-05-02
M4222,3504,Maria G,Inspection,None,Rewired circuit,1142,2025-05-03
M4223,2170,Ravi T,Inspection,None,Cooling Fan Replaced,930,2025-05-22
M4224,3468,Sarah K,Inspection,None,Replaced Blade,912,2025-01-30
M4225,1612,John P,Inspection,None,Cooling Fan Replaced,1148,2025-02-14
M4226,436,Anita D,Replacement,Broken Blade,Cooling Fan Replaced,614,2025-05-01
M4227,2372,John P,Replacement,Overheat,Rewired circuit,386,2025-09-12
M4228,331,Alex S,Repair,Voltage Spike,Routine Check,1323,2025-04-17
M4229,3249,John P,Repair,Overheat,Sensor Replaced,1086,2025-01-07
M4230,3533,James M,Repair,Broken Blade,Replaced Blade,842,2025-08-01
